SKU,brands,name,description,taste_notes,taste_notes_category,price_200g,image_url,varietal,altitude,processing method,roast level,roasted for,origin,blend,link
646,Aksara Gayo,Natural Process Arabica Coffee Roasted Single Origin 200/500 g,,"Madu kelulut, Buah tropika, Tebu, Pisang",Sweet,RM 50,https://down-my.img.susercontent.com/file/my-11134207-23020-hi128rw8ubnv76.webp,,1400 – 1600 masl,Natural,Medium,Both,Indonesia,No,https://shopee.com.my/Aksara-Gayo-Natural-Process-Arabica-Coffee-Roasted-Single-Origin-200-500-gram-i.64602193.17691001362?extraParams=%7B%22display_model_id%22%3A127380412887%7D
647,Aksara Gayo,Roasted Single Origin Arabica Gayo Espresso 200/500g,,"Chocolaty, Dark Cacao, Herb, Lemony, Long finish",Nutty/Cocoa,RM 46,https://down-my.img.susercontent.com/file/my-11134207-820l6-mev70a0f6xvo4d.webp,,1500 masl,Semi-washed,Medium,Both,Indonesia,No,https://shopee.com.my/Aksara-Gayo-Roasted-Single-Origin-Arabica-Coffee-Beans-Espresso-200-500-gram-i.64602193.13801339994?extraParams=%7B%22display_model_id%22%3A156597548713%7D
648,ASK Coffee Roastery,Kopi Blend / Amber,,"Red Apple, Chocolate, Caramel, Smooth, Clean","Fruity, Nutty/Cocoa, Sweet",RM 27,https://down-my.img.susercontent.com/file/my-11134207-7rasb-m31yemp8mmnp70.webp,,,,Medium,Both,"Brazil, Colombia",Yes,https://shopee.com.my/(RETAIL)-ASK-Coffee-Roastery-Kopi-Blend-Amber-i.73241418.25919919469?extraParams=%7B%22display_model_id%22%3A255508682453%7D
649,ASK Coffee Roastery,Kopi Blend / Essence,,"Dark Chocolate, Caramel, Full Body",Nutty/Cocoa,RM 25,https://down-my.img.susercontent.com/file/my-11134207-7rash-mb3o2u1zmgbvf5.webp,,,,Medium-Dark,Both,"Brazil, Papua New Guinea",Yes,https://shopee.com.my/ASK-Coffee-Roastery-Biji-Kopi-Blend-Essence-Coffee-Beans-i.73241418.2924272374
650,ASK Coffee Roastery,Kopi Blend / Serene,,"Hazelnut, Vanilla, Berries, Balanced & Smooth",Nutty/Cocoa,RM 26,https://down-my.img.susercontent.com/file/my-11134207-7rasj-mb3o10k3gzhmba.webp,,,,Medium,Both,"El Salvador, Brazil, Vietnam",Yes,https://shopee.com.my/ASK-Coffee-Roastery-Kopi-Blend-Serene-i.73241418.4780893704
651,ASK Coffee Roastery,Kopi Blend / Serene,,"Cocoa, Orange Acidity",Nutty/Cocoa,RM 28,https://down-my.img.susercontent.com/file/my-11134207-7rasc-m1hvtk1yn57rae.webp,Bourbon,1200 masl,Natural,Medium,Both,Brazil,No,https://shopee.com.my/ASK-Coffee-Roastery-Kopi-Origin-Brazil-Cerrado-i.73241418.8821702499
652,ASK Coffee Roastery,Kopi Origin / Brazil Santos,,"Nutty, Sweet Caramel",Nutty/Cocoa,RM 30,https://down-my.img.susercontent.com/file/my-11134207-7rask-m1hvrcuqjkfb58.webp,Catuai,1300 masl,Natural,Medium,Both,Brazil,No,https://shopee.com.my/ASK-Coffee-Roastery-Kopi-Origin-Brazil-Santos-i.73241418.3010929420
653,ASK Coffee Roastery,Kopi Origin / Ethiopia Guji Urabeast,,"Apricot, Berries, Green Mango",Fruity,RM 40,https://down-my.img.susercontent.com/file/my-11134207-820l6-mhvjrrly5a121f.webp,,2037 masl,Natural,Medium,Both,Ethiopia,No,https://shopee.com.my/ASK-Coffee-Roastery-Biji-Kopi-Single-Origin-Ethiopia-Guji-Urabeast-Coffee-Beans-100GM-i.73241418.48602650914
654,ASK Coffee Roastery,Kopi Origin / Guatemala Huehuetenango,,"Sweet, Milk Chocolate, Syrup Body, Juicy","Sweet, Nutty/Cocoa",RM 32,https://down-my.img.susercontent.com/file/my-11134207-7rase-m2vtgaackawlf5.webp,"Typica,Catuai,Bourbon,Catuai",21350 masl,Washed,Medium,Both,Guatemala,No,https://shopee.com.my/ASK-Coffee-Roastery-Kopi-Origin-Guatemala-Huehuetenango-i.73241418.23686415364
655,ASK Coffee Roastery,Kopi Origin / Papua New Guinea,,"Chocolate, Nutty, Brown Sugar",Nutty/Cocoa,RM 32,https://down-my.img.susercontent.com/file/my-11134207-7rase-mch65jesjp5h1d.webp,"Arusha,Bourbon,Typica",1700-1850 masl,Washed,Medium,Both,Papua New Guinea,No,https://shopee.com.my/Ask-Coffee-Roastery-Kopi-Origin-Papua-New-Guinea-i.73241418.43809366387
656,ASK Coffee Roastery,Kopi Origin / Pioneiro,,"Nutty, Milk Chocolate, Raw Sugar",Nutty/Cocoa,RM 32,https://down-my.img.susercontent.com/file/my-11134207-7rasm-mb3nuzn4wgbu21.webp,,700-1100 masl,Natural,Medium,Both,Brazil,No,https://shopee.com.my/Ask-Coffee-Roastery-Kopi-Origin-Pioneiro-i.73241418.41450287757?extraParams=%7B%22display_model_id%22%3A295022594068%7D
657,ASK Coffee Roastery,Kopi Origin / Vietnam Da Lat,,"Caramel, Malt, Herbs, Citrus, Complex",Sweet,RM 28,https://down-my.img.susercontent.com/file/my-11134207-7rasa-m4fj4reccelk0e.webp,,1300 masl,Washed,Medium,Both,Vietnam,No,https://shopee.com.my/ASK-Coffee-Roastery-Kopi-Origin-Vietnam-Da-Lat-i.73241418.9121707788?extraParams=%7B%22display_model_id%22%3A63978058132%7D
658,Charlie's Factory,Dear Mug,,"Mandarin, Floral, Black Tea, Berries","Fruity, Floral",RM 60,https://down-my.img.susercontent.com/file/my-11134207-7ras8-mbby2d15w69z2b.webp,JARC 4158,1900 - 2200 masl,Natural Sun Dried,Medium,Both,Ethiopia,No,https://shopee.com.my/Charlie's-Factory-Dear-Mug-Specialty-Ethiopia-Aroresa-100-Arabica-Single-Origin-Omni-Coffee-Bean-Medium-i.1062845438.43505556312?extraParams=%7B%22display_model_id%22%3A290468668240%7D
659,Charlie's Factory,Espresso Blend Coffee,,"Nutty, Caramel, White Cacao, Stone Fruits",Nutty/Cocoa,RM 46,https://down-my.img.susercontent.com/file/my-11134207-7rask-md2ppdyv3sida3.webp,Red Caturai,,"Chapada Natural,Washed",Medium-Dark,Espresso,"Brazil, Colombia",Yes,https://shopee.com.my/Charlie's-Factory-Espresso-Blend-Coffee-Brazil-Colombia-Specialty-100-Arabica-Coffee-Bean-Medium-Dark-i.1062845438.28075641032?extraParams=%7B%22display_model_id%22%3A205774674612%7D
660,Charlie's Factory,Gentle Club,,"Green Apple, Prune, Lemongrass, Black Tea",Fruity,RM 52,https://down-my.img.susercontent.com/file/my-11134207-7rasg-maut714uhyx7f8.webp,"Typica,AB,Catimor,Hibrida de Timor",1000 - 1800 masl,Wet-Hulled,Medium Light,Filter,Indonesia,No,https://shopee.com.my/Charlie's-Factory-Gentle-Club-Specialty-Gayo-Single-Origin-100-Arabica-Filter-Medium-Light-Coffee-Bean-i.1062845438.43754089176?extraParams=%7B%22display_model_id%22%3A275346768505%7D
661,Charlie's Factory,Keto Diet,,"Purple Grapes, Blackcurrent, Berry",Fruity,RM 52,https://down-my.img.susercontent.com/file/my-11134207-7rasm-m93kq5x1zr5gc4.webp,Heirloom,1000 - 2000 masl,Natural,Light,Filter,Tanzania,No,https://shopee.com.my/Charlie's-Factory-Keto-Diet-Specialty-Tanzania-100-Arabica-Single-Origin-Filter-Coffee-Bean-Light-Roast-i.1062845438.26375695462?extraParams=%7B%22display_model_id%22%3A252609798973%7D
662,Charlie's Factory,Palo Santo,,"Honey, Creamy, Chestnut, Caramel",Sweet,RM 58,https://down-my.img.susercontent.com/file/my-11134207-7rasc-mbbxsgqtbfze69.webp,"Caturra,Catuai",1300 - 1500 masl,Washed,Light,Filter,Honduras,No,https://shopee.com.my/Charlie's-Factory-Palo-Santo-Specialty-Honduras-100-Arabica-Single-Origin-Filter-Light-Roast-Coffee-Bean-i.1062845438.42355555820?extraParams=%7B%22display_model_id%22%3A300468427627%7D
663,Charlie's Factory,Pomodoro,,"Caramel, Blackberry, Nutty, Green Apple","Sweet, Fruity",RM 52,https://down-my.img.susercontent.com/file/my-11134207-820l9-mfalon7mpo22f5.webp,"Catimor,Typica",1600 - 1900 masl,Washed,Medium,Filter,Yunnan,No,https://shopee.com.my/Charlie's-Factory-POMODORO-Specialty-Yunnan-100-Arabica-Single-Origin-Filter-Coffee-Bean-Medium-Roast-i.1062845438.25891243982?extraParams=%7B%22display_model_id%22%3A188202381489%7D
664,Charlie's Factory,Wake me Up,,"Floral, Honey Dew, Earl Grey, Strawberries","Floral, Sweet",RM 60,https://down-my.img.susercontent.com/file/my-11134207-7ras9-mb1wmjy7a14bc9.webp,Kurume,1900 - 2200 masl,Washed,Medium Light,Both,Ethiopia,No,https://shopee.com.my/Charlie's-Factory-Wake-me-Up-Specialty-Ethiopia-100-Arabica-Single-Origin-Coffee-Bean-Espresso-Filter-i.1062845438.28225640966?extraParams=%7B%22display_model_id%22%3A176957679310%7D
665,Coffex Coffee,Bristot Tiziano Blend,,"Chocolate, Toast, Biscuits",Nutty/Cocoa,RM 29,https://down-my.img.susercontent.com/file/sg-11134201-22110-mo7a97yircjvee.webp,,,,Medium,Espresso,Italy,Yes,https://shopee.com.my/Bristot-Tiziano-Blend-100-Italian-Whole-Coffee-Bean-(1kg)-67-Arabica-33-Robusta-i.63481488.3675495239
666,Coffex Coffee,Coffex Alturra Blend,,"Caramel. Dark Cocoa, Roasted Hazelnut","Sweet, Roasted, Nutty/Cocoa",RM 22,https://down-my.img.susercontent.com/file/2f356c9e1af5f0a0fd3e125dcdd768e3.webp,,,,Unknown,Espresso,"Brazil, Papua New Guinea, Vietnam",Yes,https://shopee.com.my/Coffex-Alturra-Blend-100-Arabica-Whole-Coffee-Bean-(250g-1kg)-i.63481488.4075401520
667,Coffex Coffee,Coffex Caffe Grande Blend,,"Dark Chocolate, Hazelnut, Toffee",Nutty/Cocoa,RM 30,https://down-my.img.susercontent.com/file/d3aa2e8ec970d3fc019347bdae83c878.webp,,,,Unknown,Espresso,"Guatemala, Colombia, Brazil",Yes,https://shopee.com.my/Coffex-Caffe-Grande-Blend-100-Arabica-Whole-Coffee-Bean-(250g-500g)-i.63481488.6574274987
668,Coffex Coffee,Coffex Discovery Blend,,"Nutty, Toffee, Butter Cookies","Nutty/Cocoa, Sweet",RM 22,https://down-my.img.susercontent.com/file/d294797c529826ee1ed63d4d2880af7b.webp,,,,Medium,Espresso,"Brazil, Papua New Guinea, Vietnam",Yes,https://shopee.com.my/Coffex-Discovery-Blend-100-Arabica-Medium-Roast-Whole-Coffee-Bean-(250g-1kg)-i.63481488.8709180220
669,Coffex Coffee,Coffex Primo Quattro Blend,,"Orange, Chocolate, Salted Caramel","Fruity, Nutty/Cocoa, Sweet",RM 27,https://down-my.img.susercontent.com/file/sg-11134201-22100-su545kacp8hvb4.webp,,,,Unknown,Espresso,"Ethiopia, Papua New Guinea, Brazil, Indonesia",Yes,https://shopee.com.my/Coffex-Primo-Quattro-Blend-100-Arabica-Whole-Coffee-Bean-(250g-1kg)-i.63481488.6574241609
670,Coffex Coffee,Coffex Superbar,,"Dried Fruits, Toffee, Milk Chocolate","Fruity, Nutty/Cocoa, Sweet",RM 27,https://down-my.img.susercontent.com/file/my-11134207-7rash-ma0s7won21npda.webp,,,,Medium,Espresso,,Yes,https://shopee.com.my/Coffex-Superbar-Whole-Coffee-Bean-(1kg)-i.63481488.3674374446
671,Coffex Coffee,Day Traveller Blend,,"Natural sweetness in every cup, smooth and balance",Sweet,RM 17,https://down-my.img.susercontent.com/file/my-11134207-7rasj-m5awsxl0bxbd4a.webp,,,,Medium,Both,"Brazil, Papua New Guinea, Ethiopia",Yes,https://shopee.com.my/Day-Traveller-Blend-Medium-Roast-100-Arabica-Whole-Roasted-Coffee-Bean-(250g-500g)-i.63481488.27007121103
672,Coffex Coffee,Night Traveller Blend,,"Hint of smoke, bold and rich",Roasted,RM 17,https://down-my.img.susercontent.com/file/my-11134207-7rasb-m5awshzp5c2x0d.webp,,,,Dark,Espresso,"Brazil, Papua New Guinea, Ethiopia",Yes,https://shopee.com.my/Night-Traveller-Blend-Dark-Roast-100-Arabica-Whole-Roasted-Coffee-Bean-(250g-500g)-i.63481488.29957138623
673,Craft Origin,Apple Pie Espresso Blend,,"Macademia, Cinnamon, Red Apple, Coconut Milk","Spices, Fruity",RM 40,https://down-my.img.susercontent.com/file/my-11134207-820lb-mkhpzj7c5nuoc3.webp,,,,Medium,Espresso,"Brazil, Colombia",Yes,https://shopee.com.my/Craft-Origin-Apple-Pie-Espresso-Blend-250G-500G-1KG-Roasted-Bean--100-Arabica-i.961720340.20091267014
674,Craft Origin,Berrylicious Espresso Blend,,"Berries Juice , Passion Fruits , Lychee , Jasmine",Fruity,RM 44,https://down-my.img.susercontent.com/file/my-11134207-820lh-mkhpun0xfxfs59.webp,,,"Natural, Washed, Natural",Medium,Espresso,"Brazil, Colombia, Ethiopia",Yes,https://shopee.com.my/Craft-Origin-Berrylicious-Espresso-Blend-250G-500G-1KG-Roasted-Bean--100-Arabica-i.961720340.22575084567
675,Craft Origin,Brazil Cerrado,,"Nutty , Spices , Chocolate ",Nutty/Cocoa,RM 16,https://down-my.img.susercontent.com/file/my-11134207-23030-wpj5tvnzblov6f.webp,"Bourbon , Catuai",1200 masl,Natural,Unroasted,Espresso,Brazil,No,https://shopee.com.my/Craft-Origin-Brazil-Cerrado-Unroasted-Arabica-Green-Bean-i.961720340.23031472347
676,Craft Origin,Colombia Coconut,,"Coconut, Toffee, Maple Syrup, Dried Fruits, Smooth Mouthfeel","Fruity, Sweet",RM 104,https://down-my.img.susercontent.com/file/my-11134207-820ld-mkkj1r9ijochf3.webp,,,Coconut Infused Anaerobic,Medium Light,Filter,Colombia,No,https://shopee.com.my/Craft-Origin-Single-Origin-Filter-Beans-America-150G-250G-Roasted-Bean--100-Arabica-i.961720340.28970792913
677,Craft Origin,Colombia Huila Pitalito,,"Pear , Grapefruit , Apple , Nuts",Fruity,RM 18,https://down-my.img.susercontent.com/file/my-11134207-23030-o8r57pnpblov90.webp,Bourbon,1300m - 1800m,Washed,Unroasted,Espresso,Colombia,No,https://shopee.com.my/Craft-Origin-Colombia-Huila-PItalito-Unroasted-Arabica-Green-Bean-i.961720340.23331472984
678,Craft Origin,Costa Rica Mirazu,,"Apple, Tangerine, Sugar Cane, Red Tea-like",Fruity,RM 69,https://down-my.img.susercontent.com/file/my-11134207-820l8-mkhxs19mhbt05c.webp,,,,Medium Light,Filter,Costa Rica,No,https://shopee.com.my/Craft-Origin-Single-Origin-Filter-Beans-America-150G-250G-Roasted-Bean--100-Arabica-i.961720340.28970792913
679,Craft Origin,Creamy Delight Espresso Blend,,"Hawthorn Candy , Ribena , Mellow Fruits","Sweet, Fruity",RM 24,https://down-my.img.susercontent.com/file/my-11134207-820l4-mkhqinhdmgw05a.webp,,,"Washed, Washed, Natural",Medium,Espresso,"Guatemala, Colombia, Ethiopia",Yes,https://shopee.com.my/Craft-Origin-Creamy-Delight-Espresso-Blend-1KG-Roasted-Bean--100-Arabica-i.961720340.16295455174
680,Craft Origin,Ethiopia Sidamo,,"Floral, Tangerine, Berries, Balance Sweetness, Clean",Floral,RM 69,https://down-my.img.susercontent.com/file/my-11134207-820l8-mkkjes2io4qtf7.webp,74158,,Traditional Anaerobic Slow Dry,Medium Light,Filter,Ethiopia,No,https://shopee.com.my/Craft-Origin-Single-Origin-Filter-Beans-Africa-150G-250G-Roasted-Bean--100-Arabica-i.961720340.26470736919
681,Craft Origin,Exotic Blend Espresso Blend,,"Maple Syrup , Cinammon , Roasted Almond , Jujube",Sweet,RM 22,https://down-my.img.susercontent.com/file/my-11134207-820ld-mkhqt77lzzlw0d.webp,,,"Natural, Washed, Washed",Medium,Espresso,"Brazil, Colombia, Indonesia",Yes,https://shopee.com.my/Craft-Origin-Exotic-Blend-Espresso-Blend-1KG-Roasted-Bean--100-Arabica-i.961720340.23375076052
682,Craft Origin,Fruits Sundae Single Origin Espresso,,"Persimmon , Raisin , Pink Guava",Fruity,RM 44,https://down-my.img.susercontent.com/file/my-11134207-820ld-mkhqq4qbrmyrb6.webp,,,Washed,Medium,Espresso,Colombia,No,https://shopee.com.my/Craft-Origin-Fruits-Sundae-Single-Origin-Espresso-250G-500G-1KG-Roasted-Bean--100-Arabica-i.961720340.22649594285
683,Craft Origin,Harmony Roast Espresso Blend,,"Dried Guava , Honey Citron , Juniper berry ","Fruity, Sweet",RM 44,https://down-my.img.susercontent.com/file/my-11134207-820lg-mkhq86muklj70f.webp,,,"Washed, Washed",Medium,Espresso,"Colombia, Guatemala",Yes,https://shopee.com.my/Craft-Origin-Harmony-Roast-Espresso-Blend-1KG-Roasted-Bean--100-Arabica-i.961720340.20682318223
684,Craft Origin,Hazelnut Kissed Espresso Blend,,"Roasted Hazelnut , Brown Sugar , Cacao","Nutty/Cocoa, Roasted, Sweet",RM 31,https://down-my.img.susercontent.com/file/my-11134207-820l7-mkhq2ryz9wjo09.webp,,,"Natural, Washed, Washed",Medium,Espresso,"Brazil, Colombia, Guatemala",Yes,https://shopee.com.my/Craft-Origin-Hazelnut-Kissed-Espresso-Blend-250G-500G-1KG-Roasted-Bean--100-Arabica-i.961720340.21691261744
685,Craft Origin,Honeyed Citrus Single Origin Espresso,,"Blueberry , Peach Jam , Jasmine , Honey",Fruity,RM 44,https://down-my.img.susercontent.com/file/my-11134207-820l8-mkhr17s5k16wa7.webp,,,Natural,Medium,Espresso,Ethiopia,No,https://shopee.com.my/Craft-Origin-Honeyed-Citrus-Single-Origin-Espresso-250G-500G-1KG-Roasted-Bean--100-Arabic-i.961720340.23975084630
686,Craft Origin,Indonesia Sumatra,,"Nutty, Caramel, Full Body",Nutty/Cocoa,RM 69,https://down-my.img.susercontent.com/file/my-11134258-820l9-ml7mijjynjewf7,,,Wet-hulling,Medium Light,Filter,Indonesia,No,https://shopee.com.my/Craft-Origin-Single-Origin-Filter-Beans-Asian-150G-250G-Roasted-Bean--100-Arabica-i.961720340.24089484455
687,Craft Origin,Java Fusion Espresso Blend,,"Sweet Tobacco , Milk Chocolate , Pomelo","Roasted, Nutty/Cocoa",RM 22,https://down-my.img.susercontent.com/file/my-11134207-820l9-mkhqwejcivi853.webp,,,"Washed, Washed",Medium,Espresso,"Guatemala, Indonesia",Yes,https://shopee.com.my/Craft-Origin-Java-Fusion-Espresso-Blend-1KG-Roasted-Bean--100-Arabica-i.961720340.23275083415
688,Craft Origin,Kenya Rushaka,,"Berries, Citrus, Floral",Fruity,RM 69,https://down-my.img.susercontent.com/file/my-11134207-820li-mkkj9ht3frid40.webp,,,,Medium Light,Filter,Kenya,No,https://shopee.com.my/Craft-Origin-Single-Origin-Filter-Beans-Africa-150G-250G-Roasted-Bean--100-Arabica-i.961720340.26470736919
689,Craft Origin,Signature House Blend Summer Tropic,,"Tropical Fruits , Roasted Nuts , Milk Chocolate","Fruity, Nutty/Cocoa",RM 44,https://down-my.img.susercontent.com/file/my-11134207-820l7-mkhqnblsx1xf7d.webp,,,"Natural, Washed",Medium,Espresso,"Brazil, Colombia",No,https://shopee.com.my/Craft-Origin-Signature-House-Blend-Summer-Tropic-250G-500G-1KG-Roasted-Bean--100-Arabica-i.961720340.21875917557
690,Craft Origin,Sweet Spices Single Origin Espresso,,"Vanilla , Peanut Butter , Pistachio , Caramel","Sweet, Nutty/Cocoa",RM 40,https://down-my.img.susercontent.com/file/my-11134207-820lc-mkhpdutpnbpg88.webp,,,Natural,Medium,Espresso,Brazil,No,https://shopee.com.my/Craft-Origin-Sweet-Spices-Single-Origin-Espresso-250G-500G-1KG-Roasted-Bean--100-Arabica-i.961720340.23449586449
691,Craft Origin,Tangerine Sunrise Espresso Blend,,"Raisin , Dried Apricot , Sweet Orange , Chamomile",Fruity,RM 44,https://down-my.img.susercontent.com/file/my-11134207-820l8-mkhqyn3cvqir27.webp,,,"Natural, Washed, Natural",Medium,Espresso,"Brazil, Colombia, Ethiopia",Yes,https://shopee.com.my/Craft-Origin-Tangerine-Sunrise-Espresso-Blend-250G-500G-1KG-Roasted-Bean--100-Arabica-i.961720340.23849589727
692,Craft Origin,Yunnan Puer,,"Wine, Cherry, Mango, Cocoa finishing, High Sweetness","Sour/Fermented, Fruity",RM 53,https://down-my.img.susercontent.com/file/my-11134207-820lf-mkkjrpl08subfe.webp,Catimor,,Wine Natural,Medium Light,Filter,Yunnan,No,https://shopee.com.my/Craft-Origin-Single-Origin-Filter-Beans-Asian-150G-250G-Roasted-Bean--100-Arabica-i.961720340.24089484455
693,Curate Coffee Roaster,Basic W*lf,,"Caramel, Chocolatey, Creamy","Sweet, Nutty/Cocoa",RM 64,https://down-my.img.susercontent.com/file/my-11134207-820lf-mi2kdssyovlyfe.webp,,,"Natural,Washed",Unknown,Espresso,"Brazil, Colombia, Ethiopia",Yes,https://shopee.com.my/CURATE-Signature-Blend-Espresso-Coffee-Beans-100-Arabica-Coffee-Bean-Curate-Coffee-Roasters-i.931992618.22646922622
694,Curate Coffee Roaster,Colombia La Bohemia,,"White Grape, Tangerine, Jasmine",Fruity,RM 180,https://down-my.img.susercontent.com/file/my-11134207-820ld-mgymj4a1e1hk07.webp,Yellow Bourbon,,Washed,Unknown,Filter,Colombia,No,https://shopee.com.my/*Seasonal*-CURATE-Single-Origin-Filter-Coffee-Beans-100-Arabica-Coffee-Beans-Curate-Coffee-Roasters-i.931992618.23081851058
695,Curate Coffee Roaster,Ethiopia Alo Chilaka,,"Passion Fruit, Rum Raisin, Manuka Honey","Fruity, Sour/Fermented, Sweet",RM 212,https://down-my.img.susercontent.com/file/my-11134207-820ld-mgymj4a1e1hk07.webp,74158,,Anaerobic Natural,Unknown,Filter,Ethiopia,No,https://shopee.com.my/*Seasonal*-CURATE-Single-Origin-Filter-Coffee-Beans-100-Arabica-Coffee-Beans-Curate-Coffee-Roasters-i.931992618.23081851058
696,Curate Coffee Roaster,Ethiopia Alo Washed,,"Coffee Blossom, Dried Apricot, Honey","Fruity, Sweet",RM 216,https://down-my.img.susercontent.com/file/my-11134207-820ld-mgymj4a1e1hk07.webp,Caturra,,Washed,Unknown,Filter,Ethiopia,No,https://shopee.com.my/*Seasonal*-CURATE-Single-Origin-Filter-Coffee-Beans-100-Arabica-Coffee-Beans-Curate-Coffee-Roasters-i.931992618.23081851058
697,Curate Coffee Roaster,Monday Blues,,"Nutty, Cocoa, Syrupy",Nutty/Cocoa,RM 46,https://down-my.img.susercontent.com/file/my-11134207-820l5-mi2kcg76m41v74.webp,,,Natural,Unknown,Espresso,Brazil,No,https://shopee.com.my/CURATE-Signature-Blend-Espresso-Coffee-Beans-100-Arabica-Coffee-Bean-Curate-Coffee-Roasters-i.931992618.22646922622
698,Curate Coffee Roaster,SOE Costa Rica,,"Plum, Almond, Pu-erh Tea","Fruity, Floral",RM 72,https://down-my.img.susercontent.com/file/my-11134207-820lc-mh016jwalszyb5.webp,"Caturra,Catuai",,Honey,Unknown,Both,Costa Rica,No,https://shopee.com.my/*Seasonal*-CURATE-Single-Origin-Espresso-(SOE)-Coffee-Beans-I-100-Arabica-Coffee-Bean-I-Curate-Coffee-Roasters-i.931992618.18491999413
699,Curate Coffee Roaster,SOE Ethiopia Arbegona,,"Boysenberry, Black Plum, Earl Grey Tea","Fruity, Floral",RM 71,https://down-my.img.susercontent.com/file/my-11134207-820lb-mgysa219tlos8e.webp,Heirloom,,Anaerobic Natural,Unknown,Both,Ethiopia,No,https://shopee.com.my/*Seasonal*-CURATE-Single-Origin-Espresso-(SOE)-Coffee-Beans-I-100-Arabica-Coffee-Bean-I-Curate-Coffee-Roasters-i.931992618.18491999413
700,Curate Coffee Roaster,SOE Ethiopia Wubanchi,,"Apricot, Tangerine, Orange Blossom",Fruity,RM 72,https://down-my.img.susercontent.com/file/my-11134207-820l5-mkaj75jo0xzb72.webp,Heirloom,,Washed,Unknown,Both,Ethiopia,No,https://shopee.com.my/*Seasonal*-CURATE-Single-Origin-Espresso-(SOE)-Coffee-Beans-I-100-Arabica-Coffee-Bean-I-Curate-Coffee-Roasters-i.931992618.18491999413
701,Curate Coffee Roaster,SOF MyLiberica Sun Dry,,"Monkfruit, Longan, Stevia, Jackfruit ",Fruity,RM 148,https://down-my.img.susercontent.com/file/my-11134207-820l8-mgyqwnxlik96f3.webp,Liberica,,Sun Dry,Unknown,Both,Malaysia,No,https://shopee.com.my/*Seasonal*-CURATE-Single-Origin-Filter-Coffee-Beans-100-Arabica-Coffee-Beans-Curate-Coffee-Roasters-i.931992618.23081851058
702,Curate Coffee Roaster,Wild Flower,,"Jasmine Tea, Roselle, Juicy",Floral,RM 54,https://down-my.img.susercontent.com/file/my-11134207-820lc-mi2kk3q7yrra3d.webp,,,"Washed,Anaerobic",Unknown,Espresso,"Ethiopia, Colombia",Yes,https://shopee.com.my/CURATE-Signature-Blend-Espresso-Coffee-Beans-100-Arabica-Coffee-Bean-Curate-Coffee-Roasters-i.931992618.22646922622
703,Dou Yuan Coffee,Malaysia Single Origin Coffee Bean,,,,RM 96,https://down-my.img.susercontent.com/file/my-11134207-7r991-lqa5qf7f0wn256.webp,,,,Medium Light,Both,Malaysia,No,https://shopee.com.my/Malaysia-Single-Origin-Coffee-Bean-%E9%A9%AC%E6%9D%A5%E8%A5%BF%E4%BA%9A%E5%8D%95%E5%93%81%E8%B1%86-100g-200g-i.356727934.25407399482
704,Dou Yuan Coffee,Mellow & Chocolatey,,,"Fruity, Nutty/Cocoa",RM 56,https://down-my.img.susercontent.com/file/my-11134207-7r98q-lqa1xov2784516.webp,,,,Dark,Espresso,,,https://shopee.com.my/Dou-Yuan-Mellow-Chocolatey-(Espresso-Blend)-%E8%B1%86%E5%8E%9F%E9%86%87%E5%91%B3%E7%89%B9%E8%AA%BF-%E9%86%87%E5%B7%A7--i.356727934.24657349994
705,Dou Yuan Coffee,Mellow & Hints of Berries,,,Fruity,RM 66,https://down-my.img.susercontent.com/file/my-11134207-7r992-lqa1xov2cudx81.webp,,,,Dark,Espresso,,,https://shopee.com.my/Dou-Yuan-Mellow-Hints-of-Berries-(Espresso-blend)-%E8%B1%86%E5%8E%9F%E9%86%87%E5%91%B3%E7%89%B9%E8%AA%BF-%E9%86%87%E8%8E%93--i.356727934.25807350853
706,Dou Yuan Coffee,Mellow & Hints of Citrus - Peels,,,Fruity,RM 56,https://down-my.img.susercontent.com/file/my-11134207-7r98u-lqa1xov2e8ydef.webp,,,,Dark,Espresso,,,https://shopee.com.my/Dou-Yuan-Mellow-Hints-of-Citrus-Peels-(Espresso-blend)-%E8%B1%86%E5%8E%9F%E9%86%87%E5%91%B3%E7%89%B9%E8%AA%BF-%E9%86%87%E9%A6%99--i.356727934.25007356345
707,Dou Yuan Coffee,Mellow & Honey-Like,,Balanced taste and smooth finish that lingers in your mouth,"Fruity, Sweet",RM 66,https://down-my.img.susercontent.com/file/my-11134207-7r992-lqa1xov2jv8590.webp,,,,Dark,Espresso,,,https://shopee.com.my/Dou-Yuan-Mellow-Honey-Like-(Espresso-blend)-%E8%B1%86%E5%8E%9F%E9%86%87%E5%91%B3%E7%89%B9%E8%AA%BF-%E9%86%87%E8%9C%9C--i.356727934.25857352604
708,Dou Yuan Coffee,Mellow & Sweet,,,"Fruity, Sweet",RM 66,https://down-my.img.susercontent.com/file/my-11134207-7r98t-lqa1xov1vz26e0.webp,,,,Dark,Espresso,,,https://shopee.com.my/Dou-Yuan-Mellow-Sweet-(Espresso-blend)-%E8%B1%86%E5%8E%9F%E9%86%87%E5%91%B3%E7%89%B9%E8%AA%BF-%E9%86%87%E7%94%9C--i.356727934.24907352271
